ID;Year_Birth;Income;Wines;MeatProducts;FishProducts;SweetProducts;GoldProds
2406;1949;54591;376;94;12;9;24
2712;1956;71866;184;178;103;39;33
10643;1987;42000;124;267;85;59;35
2254;1983;69520;627;414;121;80;93
10281;1970;64713;180;241;13;54;54
954;1960;22123;3;24;34;7;31
4643;1973;27803;8;46;38;9;49
6497;1960;51651;293;23;13;6;92
5396;1988;68487;758;385;33;89;89
1052;1969;56796;656;161;62;47;37
2802;1992;87000;196;607;67;17;49
6343;1959;79823;835;380;114;73;43
7901;1971;34109;9;5;2;1;4
4865;1974;53367;229;140;10;3;11
3107;1976;71322;121;124;24;15;42
7734;1993;79244;471;125;212;61;245
1146;1949;49912;520;223;32;49;42
7428;1975;80144;240;445;250;192;108
975;1956;54252;178;26;8;4;44
3422;1975;76068;1115;128;33;12;76
1241;1984;14796;13;8;7;4;16
2909;1974;78128;934;230;16;24;36
5802;1972;14188;2;11;16;12;27
1407;1986;20425;4;5;3;16;17
6183;1962;58646;62;44;6;5;22
5991;1949;48150;173;39;3;2;47
3104;1961;82332;830;968;51;79;19
9729;1955;58275;189;253;56;43;64
1008;1981;44953;728;133;11;8;124
3969;1974;43018;35;17;7;6;64
1916;1954;45736;188;180;20;3;43
9907;1969;66476;742;152;25;9;57
8659;1952;69805;750;174;13;10;20
6262;1962;72217;816;450;55;56;154
6147;1971;25818;5;8;2;2;9
8832;1976;37509;37;56;12;8;5
4915;1956;53230;176;98;136;21;229
2088;1972;84906;997;414;99;30;76
2493;1966;61286;356;107;19;9;117
6292;1986;82333;1311;359;46;89;17
3006;1976;30992;17;14;7;3;2
11181;1949;156924;2;2;1;1;1
642;1980;16005;1;2;20;30;47
10127;1965;58692;301;61;4;7;11
271;1969;40590;154;50;6;11;37
4973;1970;20587;2;6;4;1;9
2948;1954;62637;104;48;4;12;5
2715;1966;29435;70;37;4;2;64
10432;1974;19346;2;9;3;6;2
9216;1971;35788;23;11;3;1;4
9727;1957;23539;4;11;16;1;25
9790;1957;78499;912;170;47;36;97
7873;1973;63516;141;114;15;14;5
7233;1972;69209;496;849;229;48;128
9481;1976;17148;9;11;13;10;16
7699;1969;40590;154;50;6;11;37
2711;1976;30560;9;5;4;5;7
8933;1983;32146;26;23;4;7;3
8726;1964;41713;77;44;10;10;25
1515;1975;34176;11;7;4;2;2
5186;1955;58482;576;115;19;7;7
10157;1965;59686;89;89;34;42;5
5667;1964;60896;1013;399;60;46;153
902;1980;62994;224;48;4;12;12
977;1957;47320;200;111;50;15;19
7313;1949;74859;570;614;133;102;73
7600;1992;15253;1;3;8;1;13
2429;1954;72071;531;300;150;138;150
10394;1984;90000;675;133;94;192;241
9362;1965;69263;492;32;13;5;21
4084;1975;60934;224;155;192;93;54
6721;1951;71965;572;286;50;38;248
1772;1975;79174;1074;518;193;92;129
1544;1967;81380;741;689;224;68;103
492;1973;48432;322;50;4;3;42
4377;1971;52914;254;44;30;10;227
4541;1955;38946;116;82;6;6;41
3266;1964;42523;14;11;3;26;35
11187;1978;26487;2;10;12;14;23
9723;1960;67716;530;217;62;9;56
5721;1956;84117;611;749;59;45;26
1646;1972;25224;4;12;11;2;8
4418;1983;89616;671;655;145;111;15
8722;1957;82347;556;845;202;133;63
7118;1957;73803;833;363;52;26;174
2980;1952;8820;12;13;4;2;4
1839;1974;43322;56;48;10;2;18
10722;1973;55593;293;124;11;4;106
7620;1990;16185;5;16;21;8;45
10968;1969;57731;266;300;65;8;44
11133;1973;48432;322;50;4;3;42
2736;1978;73807;366;156;71;78;54
1876;1990;18929;32;8;23;4;18
1092;1980;61014;269;495;182;43;29
3850;1963;14918;3;3;15;4;15
10469;1981;88325;519;860;93;27;53
3661;1995;80617;594;631;72;55;32
9303;1976;5305;12;7;1;3;5
736;1983;28427;18;19;3;3;6
9589;1948;82032;332;377;149;125;57
9246;1985;40101;171;129;26;24;62
6261;1979;58025;270;88;11;48;22
7366;1982;75777;712;538;69;13;80
10659;1979;7500;2;11;3;8;21
4478;1979;63777;457;106;15;17;53
7004;1984;11012;24;26;7;1;23
9817;1970;44802;853;143;13;10;20
8080;1986;26816;5;6;3;4;3
9432;1977;666666;9;18;8;1;12
8372;1974;34421;3;7;6;2;9
10870;1967;61223;709;182;42;118;247
7270;1981;56981;908;217;32;12;24
8235;1956;69245;428;214;80;30;61
9405;1954;52869;84;61;2;1;21
